Time,Image,CommandLine,ParentImage,Risk
2026-03-02T08:21:21.4923300Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:19.5185119Z,C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,"""C:\WINDOWS\uus\packages\preview\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:18.9920541Z,C:\Windows\UUS\Packages\Preview\amd64\UIEOrchestrator.exe,/SendHeartbeat,C:\Windows\System32\UIEOrchestratorStub.exe,Low
2026-03-02T08:21:18.9030990Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s PushToInstall,C:\Windows\System32\services.exe,Low
2026-03-02T08:21:18.8288461Z,C:\Windows\System32\UIEOrchestratorStub.exe,"""C:\WINDOWS\system32\UIEOrchestratorStub.exe"" /SendHeartbeat",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:18.8133591Z,C:\Windows\System32\sc.exe,"""C:\WINDOWS\system32\sc.exe"" start pushtoinstall registration",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:18.8110157Z,C:\Windows\System32\wermgr.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:18.8100784Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:21:12.5875319Z,C:\Windows\System32\expand.exe,"""C:\WINDOWS\system32\expand.exe"" -r -f:""PrecedenceCatalog.xml"" ""C:\ProgramData\Dell\UpdateService\Temp\PrecedenceCatalog.cab"" ""C:\ProgramData\Dell\UpdateService\Temp""",C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,Low
2026-03-02T08:21:10.7600181Z,C:\Windows\SysWOW64\cmd.exe,C:\WINDOWS\system32\cmd.exe /c cd bin//Dell && echo %%ERRORLEVEL%%,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:59.6387489Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\promecefpluginhost.exe,"""C:/Users/kotra/AppData/Local/Kingsoft/WPS Office/12.2.0.23196/office6\promecefpluginhost.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=32902 --gpu-device-id=18088 --gpu-sub-system-id=195694632 --gpu-revision=12 --gpu-driver-version=32.0.101.7077 --no-sandbox --log-severity=disable --lang=en-US --user-data-dir=""C:\Users\kotra\AppData\Local\CEF\User Data"" --gpu-preferences=UAAAAAAAAADoACAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --log-file=""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\debug.log"" --mojo-platform-channel-handle=2964 --field-trial-handle=2176,i,9946720318586246808,17004420400210118545,131072 --disable-features=TSFImeSupport /prefetch:2",C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wps.exe,Medium
2026-03-02T08:20:56.8966359Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:56.4619935Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:56.0050053Z,C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26011.30.0_x64__cw5n1h2txyewy\CrossDeviceService.exe,"""C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26011.30.0_x64__cw5n1h2txyewy\CrossDeviceService.exe""",C:\Windows\System32\sihost.exe,Low
2026-03-02T08:20:50.2573002Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=renderer --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --gaia-url=http://disabled.invalid --lang=en-GB --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1772439453690214 --launch-time-ticks=196557758 --field-trial-handle=5712,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5916 --mojo-platform-channel-handle=5876 /prefetch:1",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:49.5457743Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:49.5421169Z,C:\Windows\System32\wermgr.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:46.5825635Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=renderer --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --gaia-url=http://disabled.invalid --lang=en-GB --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1772439453690214 --launch-time-ticks=192878410 --field-trial-handle=5520,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5484 --mojo-platform-channel-handle=5460 /prefetch:1",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:45.9907349Z,C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,"""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=utility --utility-sub-type=chrome.mojom.UtilWin --lang=en-GB --service-sandbox-type=none --enable-chrome-runtime --user-data-dir=""C:\Users\kotra\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=6 --field-trial-handle=4220,i,6058138174638217258,14908842096568105612,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5520 --mojo-platform-channel-handle=5128 /prefetch:14",C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe,Low
2026-03-02T08:20:37.6403273Z,C:\Windows\System32\CompPkgSrv.exe,C:\Windows\System32\CompPkgSrv.exe -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:36.7556758Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --skip-read-main-dll --metrics-shmem-handle=5484,i,5410679590168254741,10426567333747627921,524288 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=5624 /prefetch:14 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:36.7532457Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --skip-read-main-dll --metrics-shmem-handle=5384,i,17216796973184193676,13917195967916852711,524288 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=5616 /prefetch:12 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:34.9555910Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k CameraMonitor,C:\Windows\System32\services.exe,Low
2026-03-02T08:20:34.5483269Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\PeripheralFRMWInv.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\PeripheralFRMWInv.exe"" -o ..\PeripheralFRMWInv.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:34.3538452Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\NVMEHostmetadata.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\NVMEHostmetadata.exe""",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:33.9958570Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\EXTDRVRInv.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\EXTDRVRInv.exe"" -o ..\EXTDRVRInv.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:33.8575929Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\APPXInventory.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\APPXInventory.exe"" -o ..\AppxInventory.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:33.7549067Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\SOFTWARECOMPONENTInv.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\SOFTWARECOMPONENTInv.exe"" -o ..\SoftCompInv.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:33.7368508Z,C:\Windows\SysWOW64\wbem\WmiPrvSE.exe,C:\WINDOWS\sysWOW64\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:33.6335024Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\FirmwareTPM.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\FirmwareTPM.exe"" -o ..\FirmwareTPM.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:33.0031192Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\SalomanDock.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\SalomanDock.exe"" -o ..\SalomanDock.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:32.8991558Z,C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe,"""C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe"" --process_type=native_module --cloud_type=tfl --module_name=SlimCore --native_msg_channel=48787e18-09bf-451f-aaaa-fad5eca03bfd_nm_SlimCore_c --session_id=c11840ef-6b22-44cd-9036-73d180f66e22 """" """" """" /prefetch:1",C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe,Low
2026-03-02T08:20:32.7894104Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\DRVUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\DRVUpdate.exe"" -i -cDir config\PnP_Devices -o ..\PnP_Devices_inv.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:32.7236908Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\USBUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\UsbUpdate.exe"" -i -cDir config\Touchpad -o ..\touchpad.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:32.5434704Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\DRVUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\DRVUpdate.exe"" -i  -cDir config\Wifi_Broadcom -o ..\wifi.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:32.5394777Z,C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe,"""C:\Program Files\Microsoft OneDrive\26.022.0203.0006\FileCoAuth.exe"" -Embedding",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:20:32.2616671Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\DRVUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\DRVUpdate.exe"" -i  -cDir config\RealtekAudio -o  ..\RealtekAudio.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.9266886Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\SSDUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\SSDUpdate.exe"" -i -cDir config\HDD_SSD -o ..\HDD_SSD.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.5716557Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\SCSIUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\SCSIupdate.exe"" -i -cDir config\SCSI_ODD -o ..\scsi.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.5547668Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\smbiosinfo.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\smbiosinfo.exe"" -xml ..\smbios.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.2477988Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\Reg-MSI_Inventory.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\Reg-MSI_Inventory.exe"" -o ..\RegMSI.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.1718070Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\DRVUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\DRVUpdate.exe"" -i -cDir config\DrvAppIE_PCI -o ..\pci.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:31.1200794Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\USBUpdate.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\bin\\UsbUpdate.exe"" -i -cDir config\Broadcom_BT -o ..\bt.xml",C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,Low
2026-03-02T08:20:30.5585349Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe"" -outc=C:\ProgramData\Dell\UpdateService\Temp\Inventory.tmp",C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,Low
2026-03-02T08:20:29.4277973Z,C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe,"""C:\Program Files (x86)\Dell\UpdateService\Service\InvColPC\invcol.exe"" -outc=C:\ProgramData\Dell\UpdateService\Temp\Inventory.tmp -nofilter=True",C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,Low
2026-03-02T08:20:28.2905557Z,C:\Windows\System32\expand.exe,"""C:\WINDOWS\system32\expand.exe"" -r -f:""Inspiron_0BAA.xml"" ""C:\ProgramData\Dell\UpdateService\Temp\Inspiron_0BAA.cab"" ""C:\ProgramData\Dell\UpdateService\Temp""",C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,Low
2026-03-02T08:20:27.4706250Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-precise-memory-info --enable-blink-features=IndexedDbGetAllRecords --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--stack-trace-limit=50 --expose-gc --ms-user-locale=en-IN"" --time-ticks-at-unix-epoch=-1772439453691935 --launch-time-ticks=173755031 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3984,i,8877474687223530114,5148312633866055087,2097152 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3440 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77 /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:27.3112172Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2440,i,10952327545952673754,10448558755507556713,524288 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2488 /prefetch:13 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:27.2586766Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2224,i,11358154623839273291,7226262133290348876,524288 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2196 /prefetch:11 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:27.2536495Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --gpu-watchdog-timeout-seconds=60 --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26015.1706.4351.4392 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1868,i,9344386796284359299,14109270629675837123,262144 --field-trial-handle=2052,i,11100741364403064404,372956390641544490,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,PartitionedCookies,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2040 /prefetch:2 /pfhostedapp:38ee845452acc73768143497d141f990b8c83f77",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T08:20:27.0670955Z,C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teamsupdate.exe,"""C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teamsupdate.exe"" -EnsureTmaInstallation -AppSessionGUID c11840ef-6b22-44cd-9036-73d180f66e22 -Trigger EnsureTmaAtStartup",C:\Program Files\WindowsApps\MSTeams_26015.1706.4351.4392_x64__8wekyb3d8bbwe\ms-teams.exe,Low
