Time,Image,CommandLine,ParentImage,Risk
2026-03-02T08:17:51.4592542Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4568729Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s SharedAccess,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4559528Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4555521Z,C:\Windows\System32\spoolsv.exe,C:\WINDOWS\System32\spoolsv.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4503405Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4480421Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4445432Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k NetSvcs -s nvagent,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4437020Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4419916Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4259959Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4132916Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k appmodel -p -s StateRepository,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.4035034Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe TimeSyncTask,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:17:51.3920455Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3901918Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3886064Z,C:\Windows\System32\WUDFHost.exe,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d198cffa-0fb6-486f-a6d5-b3fe83bcb185 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-7f0c25b8-f3ae-4cab-ab9c-8a13de2d4e5a -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-2eff97ee-8728-4cd8-9f0f-899b2d53883e -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-377d8c22-cc07-46ff-8fe3-a35068dcaf70 -LifetimeId:ebb4189c-8f7b-45b0-b63c-f115876735a2 -DeviceGroupId: -HostArg:0",C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3821789Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3817268Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3809844Z,C:\Windows\System32\ClipRenew.exe,"""C:\WINDOWS\system32\ClipRenew.exe"" -e",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:17:51.3799145Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p -s SENS,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3761506Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:17:51.3753379Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceRedirectionGuard -p -s EventSystem,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3750358Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3746863Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3734084Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3724031Z,C:\Windows\System32\WUDFHost.exe,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-22e91578-4f5c-435c-a42a-6e295c5f5eac -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-7ac2a248-16cd-461d-919e-d84413ee3914 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-9efced15-6134-4846-a2bf-16b41d73e7a1 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-fdffd2dc-ce6b-4c86-b638-a13f8307264d -LifetimeId:17e92bb4-bf59-4c3f-b65e-a2f4078b00f6 -DeviceGroupId: -HostArg:0",C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3698030Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s PhoneSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3693243Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k NetSvcs -p -s hns,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3650122Z,C:\Windows\System32\dxgiadaptercache.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",C:\Windows\System32\svchost.exe,Low
2026-03-02T08:17:51.3631078Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3608380Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3597104Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3590277Z,C:\Windows\System32\taskhostw.exe,taskhostw.exe ExploitGuardPolicy,C:\Windows\System32\svchost.exe,Low
2026-03-02T08:17:51.3533468Z,C:\Windows\System32\upfc.exe,C:\WINDOWS\System32\Upfc.exe /launchtype boot /cv 89SSAosim0CZLlToiim2+Q.0,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3511772Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3505383Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3501639Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DevQueryBroker,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3477760Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netprofm -p -s netprofm,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3444315Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s hidserv,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3438744Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k CameraMonitor,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3435722Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3431516Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3427822Z,C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_37c3eb79f329417d\IntelCpHDCPSvc.exe,C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_37c3eb79f329417d\IntelCpHDCPSvc.exe,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3423369Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3419339Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3413828Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3405756Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s bthserv,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3397278Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3394240Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3391005Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s HvHost,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3387834Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3384645Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3380847Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s PrintDeviceConfigurationService,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3330199Z,C:\Windows\System32\dwm.exe,"""dwm.exe""",C:\Windows\System32\winlogon.exe,Low
2026-03-02T08:17:51.3324323Z,C:\Windows\System32\LogonUI.exe,"""LogonUI.exe"" /flags:0x2 /state0:0xa3bd6855 /state1:0x41c64e6d",C:\Windows\System32\winlogon.exe,Low
2026-03-02T08:17:51.3298541Z,C:\Windows\System32\WUDFHost.exe,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-fdfef38c-b78b-489a-8c40-5d5c819c9542 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-b274cb4c-08e9-43ca-9b72-bdcb5f6a4bab -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-2ae16f4f-6e66-424d-ba4c-461c1bbb34ae -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-2a3c619e-8c56-44f6-ab70-63f60adf9b02 -LifetimeId:1bbdb059-450d-4078-98ad-b8998170946e -DeviceGroupId:WudfDefaultDevicePool -HostArg:0",C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3281902Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3271098Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k RPCSS -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3255355Z,C:\Windows\System32\WUDFHost.exe,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-11847451-1dbe-4f79-a6e5-9f156200102a -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d6dbd334-632c-4fed-a52a-4b8c351a0a9c -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-f1d712d3-0da4-42ba-b8a0-3d7f7b7991ea -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d0847ca5-e456-413d-9811-7a7c7272970f -LifetimeId:ae8ff1b1-b04e-4159-91af-bbe85cbf281c -DeviceGroupId: -HostArg:0",C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3240313Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,C:\Windows\System32\services.exe,Low
2026-03-02T08:17:51.3158680Z,C:\Windows\System32\lsass.exe,C:\WINDOWS\system32\lsass.exe,C:\Windows\System32\wininit.exe,Low
2026-03-02T08:17:51.3150547Z,C:\Windows\System32\LsaIso.exe,\??\C:\WINDOWS\system32\lsaiso.exe -KeyGuard,C:\Windows\System32\wininit.exe,Low
2026-03-02T08:17:51.3146282Z,C:\Windows\System32\services.exe,C:\WINDOWS\system32\services.exe,C:\Windows\System32\wininit.exe,Low
2026-03-02T08:17:51.3139811Z,C:\Windows\System32\winlogon.exe,winlogon.exe,C:\Windows\System32\smss.exe,Low
2026-03-02T08:17:51.3089312Z,C:\Windows\System32\wininit.exe,wininit.exe,C:\Windows\System32\smss.exe,Low
2026-03-02T08:17:51.3079845Z,C:\Windows\System32\csrss.exe,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\Windows\System32\smss.exe,Low
2026-03-02T08:17:51.3072611Z,C:\Windows\System32\smss.exe,\SystemRoot\System32\smss.exe 000000f8 000000e0,C:\Windows\System32\smss.exe,Low
2026-03-02T08:17:51.2994246Z,C:\Windows\System32\csrss.exe,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\Windows\System32\smss.exe,Low
2026-03-02T08:17:51.2003844Z,C:\Windows\System32\smss.exe,\SystemRoot\System32\smss.exe 00000094 000000e0,C:\Windows\System32\smss.exe,Low
2026-03-02T07:28:42.5443799Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=132 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1771939141036724 --launch-time-ticks=497387222487 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3800,i,10939111070266355623,17161944053518977419,2097152 --field-trial-handle=1972,i,9163335763749132457,13752926731020875808,262144 --variations-seed-version --trace-process-track-uuid=3190709110001395562 --mojo-platform-channel-handle=6556 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.8769168Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1771939135286028 --launch-time-ticks=497376575773 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3936,i,15106524457598555552,11099786604657375197,2097152 --field-trial-handle=1964,i,454735523472138046,18155569869284801732,262144 --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3908 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654 /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.7043191Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --startup-read-main-dll --metrics-shmem-handle=2320,i,10118598164015393448,3345830867509230917,524288 --field-trial-handle=1964,i,454735523472138046,18155569869284801732,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2308 /prefetch:13 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.6650651Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --startup-read-main-dll --metrics-shmem-handle=2036,i,198991456517662783,7894199939755426512,524288 --field-trial-handle=1964,i,454735523472138046,18155569869284801732,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2080 /prefetch:11 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.6621350Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView"" --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=0 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1668,i,1971328792923947797,4745517848654888391,262144 --field-trial-handle=1964,i,454735523472138046,18155569869284801732,262144 --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1952 /prefetch:2 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.4478511Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView /prefetch:4 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654 --monitor-self-annotation=ptype=crashpad-handler --database=C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView\Crashpad --metrics-dir=C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.117 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.82 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ff988f40f18,0x7ff988f40f24,0x7ff988f40f30",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:28:31.4065188Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=UIHost.exe --webview-exe-version=4,1,1,0 --user-data-dir=""C:\ProgramData\McAfee\WebAdvisor\UIHost.exe_pr\S-1-5-21-3141428892-2567171594-816475891-1002\wa1772436511\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=0 --mojo-named-platform-channel-pipe=22352.20524.5604652032424470152 /pfhostedapp:1317689686f2fbf02c255255dbe79139b288d654",C:\Program Files\McAfee\WebAdvisor\uihost.exe,Low
2026-03-02T07:28:30.7929038Z,C:\Program Files\McAfee\WebAdvisor\browserhost.exe,"""C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe""  chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0",C:\Windows\System32\cmd.exe,Low
2026-03-02T07:28:30.6736756Z,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /d /s /c """"C:\Program Files\McAfee\WebAdvisor\BrowserHost.exe"" chrome-extension://fheoggkfdfchfphceeifdbepaooicaho/ --parent-window=0"" < \\.\pipe\chrome.nativeMessaging.in.8481650b48226fc7 > \\.\pipe\chrome.nativeMessaging.out.8481650b48226fc7",C:\Program Files\Google\Chrome\Application\chrome.exe,Low
2026-03-02T07:28:30.2319322Z,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe -Embedding,C:\Windows\System32\svchost.exe,Low
2026-03-02T07:28:30.1415948Z,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,C:\Windows\System32\services.exe,Low
2026-03-02T07:26:54.5376348Z,C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,"""C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdater.exe"" /reporting",C:\Windows\System32\svchost.exe,Low
2026-03-02T07:26:03.7617365Z,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,C:\Windows\System32\services.exe,Low
2026-03-02T07:25:11.2735683Z,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\kotra\AppData\Local\Packages\5319275A.51895FA4EA97F_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=131 --js-flags=""--expose-gc --ms-user-locale=en_IN"" --time-ticks-at-unix-epoch=-1771939141036724 --launch-time-ticks=497175955828 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=6760,i,9533103637363607911,9080444914756897464,2097152 --field-trial-handle=1972,i,9163335763749132457,13752926731020875808,262144 --variations-seed-version --trace-process-track-uuid=3190709109064353713 --mojo-platform-channel-handle=7152 /pfhostedapp:c50ef98e1cb7ee21ac56aca7a17dbd7d5683f0ed /prefetch:1",C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.82\msedgewebview2.exe,Low
2026-03-02T07:24:06.6033938Z,C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe,"""C:\Users\kotra\AppData\Local\Kingsoft\WPS Office\12.2.0.23196\office6\wpscloudsvr.exe"" /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external_interval",C:\Windows\System32\svchost.exe,Medium
